Attribute Name,Attribute Alias Name,Data Type,Unique Values,Statistics,Unique Counts,Null Percent,Associated Element,Dataset Alias,Info URL,Mode
ORIGINAL_INSPECTION_DATE,Original_Inspection_Date,esriFieldTypeDate,1325156897000; 1319636230000; 1332167636000; 1332155886000; 1318510289000; 1340186612000; 1317121034000; 1324309920000; 1323426027000; 1319462799000; 1319709463000; 1332321303000; 1332234739000; 1317742206000; 1334827004000; 1324389092000; 1323174316000; 1328013710000; 1334053380000; 1317131745000,,10048,,,Delaware Sidewalk - Line,,pedestrian
FACILITY_TYPE,Facility_Type,esriFieldTypeString,Sidewalk; Generic Sidewalk,,2,,,Delaware Sidewalk - Line,,pedestrian
MAINTENANCE_RESPONSIBILITY,Maintenance_Responsibility,esriFieldTypeString,DelDOT; Municipality,,2,,,Delaware Sidewalk - Line,,pedestrian
TRANSITION_PLAN,Transition_Plan,esriFieldTypeSmallInteger,1; 0,,2,,,Delaware Sidewalk - Line,,pedestrian
ORIGINAL_COMPLIANCE_STATUS,Original_Compliance_Status,esriFieldTypeInteger,1; 0,,2,,,Delaware Sidewalk - Line,,pedestrian
CURRENT_COMPLIANCE_STATUS,Current_Compliance_Status,esriFieldTypeSmallInteger,1; 0,,2,,,Delaware Sidewalk - Line,,pedestrian
DATE_CURRENT_COMPLIANCE_SET,Date_Current_Compliance_Set,esriFieldTypeDate,1577232000000; 1648499672000; 1567728000000; 1605800817000; 1698921398000; 1605018121000; 1649774123000; 1735572107000; 1738765447000; 1741121667000; 1603119394000; 1737984811000; 1627990911000; 1591104821000; 1705426769000; 1605793738000; 1628167127000; 1592406886000; 1682012701000; 1721234037000,,3000,,,Delaware Sidewalk - Line,,pedestrian
LAST_INSPECTED_DATE,Last_Inspected_Date,esriFieldTypeDate,1325156897000; 1319636230000; 1332167636000; 1332155886000; 1318510289000; 1340186612000; 1317121034000; 1324309920000; 1323426027000; 1319462799000; 1319709463000; 1332321303000; 1332234739000; 1317742206000; 1334827004000; 1324389092000; 1323174316000; 1328013710000; 1334053380000; 1317131745000,,13048,,,Delaware Sidewalk - Line,,pedestrian
LAST_UPDATED_DATE,Last_Updated_Date,esriFieldTypeDate,1636613083000; 1680015405000; 1688687031000; 1648499672000; 1698921398000; 1646052052000; 1693999537000; 1741360969000; 1738765447000; 1741291760000; 1678387278000; 1737984811000; 1668791975000; 1705426769000; 1680532576000; 1694787478000; 1682012701000; 1721234037000; 1738761328000; 1709043869000,,2887,,,Delaware Sidewalk - Line,,pedestrian
IMPORTED_COMMENTS,Imported_Comments,esriFieldTypeString,Remain Active CC=Y & Active. (Parent/Child 5); Remain Active CC=N & Active. (Parent/Child 1); 2022_Switched I-A=0 removed ACIA In-Active Reason; Compliance is in accordance with state report per Contract # T201006110; shared used path; vertical elevation differences; Compliance is in accordance with state report.; 2023 residual CC=Y & Active. (Parent/Child 1); 2021 residual CC=N & Active. (Parent/Child 1); 6-7; 2023 residual CC=N & Active. (Parent/Child 1); same; 7.5' sidewalk; 6+; 8' asphalt sidewalk Enclave (Josh); Sand Cove Road; REVISIT; see ADA Compliance Review Report NC-0042-18CM the Concord; multiple horiz cracks; vegatation on edges; 8 mac hike bike path; 8 hike bike path mac,,436,,,Delaware Sidewalk - Line,,pedestrian
IS_INACTIVE,Is_Inactive,esriFieldTypeSmallInteger,0,,1,,,Delaware Sidewalk - Line,,pedestrian
INACTIVE_REASON,Inactive_Reason,esriFieldTypeString,2023 Clean-up per ACIA Inspection.; Re-Built & Extended to the West_Re-Inspect in ACIA; Re-Inspect in ACIA_less than 50 feet of Crediton West end; Re-Inspect in ACIA_; QA/QC Determined Legacy facility type is correct -- remove from inventory;  2022_Forced CC=Y per Desk Audit Clean-up; Re-Inspect in ACIA_less than 30 feet of Credit; Unable to break_less than 50 Feet credit_Re-Inspect; Re-Inspect in ACIA_55 feet of Credit; Still ACTIVE; Residual 184 Ft CC=N on West end_Re-Inspect; QA/QC Determined Legacy facility type is no longer correct -- remove from inventory; 2023 Clean-up per ACIA inspection.; No Pedestrian Network to the East / South_Re-Inspect; Re-Built & Extended Network East & West_Re-Inspect in ACIA; Unable to break_50 Feet credit on East end_Re-Inspect; Re-Built as SUP_Re-Inspect in ACIA; Re-Inspect in ACIA_less than 80 feet of Credit; 168 Feet credit on North end; 207 Feet credit on East end_Re-Inspect; 2022 progress per ACIA inspection.; Re-Located with Road Re-Alignment_Re-Inspect in ACIA,,34,,,Delaware Sidewalk - Line,,pedestrian
IS_UNDER_REVIEW,Is_Under_Review,esriFieldTypeSmallInteger,1; 0,,2,,,Delaware Sidewalk - Line,,pedestrian
REVIEW_REASON,Review_Reason,esriFieldTypeString,SPLIT_CC=N end 128 ft Remain Active.; SPLIT_CC=N & 127 ft remain active.; SPLIT_CC=Y_S end 423 ft Remain active.; SPLIT_CC=Y_E end 8 ft Remain active.; SPLIT_CC=Y_E end 273 ft remain active.; SPLIT_CC=Y_N end 27 ft Remain active.; SPLIT_CC=Y_N end 238 ft remain active.; SPLIT_CC=N_N end 101 ft remain active.; SPLIT_CC=Y_E end 39 ft remain active.; SPLIT_CC=N_W end 80 ft remain active.; SPLIT_CC=N_N end 330 ft remain active.; SPLIT_CC=Y_E end 272 ft remain active.; SPLIT_CC=Y_W end 100 ft remain active.; SPLIT_CC=Y_N end 392 Remain active.; SPLIT_CC=Y_W end 497 ft remain active.; HOLD_2024 SPLIT_CC=N_S end 720 fr remain active; HOLD_2024 SPLIT_CC=N_Mid 141 ft remain active; SPLIT_CC=Y_N end 44 ft Remain active.; SPLIT_CC=Y_Mid 49 ft Remain active.; SPLIT_CC=Y_W end 215 ft Remain active.,,135,,,Delaware Sidewalk - Line,,pedestrian
REVIEW_INSPECTOR,Review_Inspector,esriFieldTypeString,Allan.Scrutchfield@aecom.com; maria.gieske@state.de.us,,2,,,Delaware Sidewalk - Line,,pedestrian
IS_DELETED,Is_Deleted,esriFieldTypeSmallInteger,0,,1,,,Delaware Sidewalk - Line,,pedestrian
UPDATED_LENGTH,Updated_Length,esriFieldTypeDouble,186.056; 147.528; 39.326; 42.003; 419.185; 146.339; 89.746; 82.129; 162.065; 130.244; 9.069; 106.124; 223.626; 113.497; 218.029; 54.956; 20.616; 78.862; 11.481; 116.314,,11375,,,Delaware Sidewalk - Line,,pedestrian
UPDATED_MILES,Updated_Miles,esriFieldTypeDouble,0.077; 0.022; 0.002; 0.005; 0.042; 0.029; 0.025; 0.079; 0.042; 0.039; 0.006; 0.065; 0.065; 0.013; 0.026; 0.042; 0.018; 0.119; 0.029; 0.003,,11366,,,Delaware Sidewalk - Line,,pedestrian
INSPECTEDLENGTH,InspectedLength,esriFieldTypeDouble,50.0; 113.0; 166.0; 135.0; 1050.0; 4149.0; 57.0; 161.0; 64.0; 414.0; 226.0; 27.0; 210.0; 496.0; 281.0; 421.0; 690.0; 410.0; 107.0; 1401.0,,901,,,Delaware Sidewalk - Line,,pedestrian
STARTSTOPDESCRIPTION,StartStopDescription,esriFieldTypeString,,,,,,Delaware Sidewalk - Line,,pedestrian
DATEACTIVEON,DateActiveOn,esriFieldTypeDate,1648499672000,,1,,,Delaware Sidewalk - Line,,pedestrian
DATEACTIVEUNTIL,DateActiveUntil,esriFieldTypeDate,1648499672000,,1,,,Delaware Sidewalk - Line,,pedestrian
REPLACESFACILITYID,ReplacesFacilityId,esriFieldTypeGUID,{8CEA81A2-2023-439A-A5BD-48C7548B05A4}; {F54892F2-FC5E-47FB-BD56-CA3389DAB848}; {C1A0CB4B-8168-45F5-99AA-0C2E6AF2D0D4}; {1A9BEF14-97FC-42A4-83DF-36886AE0981B}; {AB3DB372-658D-4E6B-822C-3D5A4F90C1A4}; {D86EFD36-D413-43FF-9FA9-42D3A320F221}; {143607B1-C07F-4AA4-BAB7-4300CB3945E4}; {CE6C5C4B-6B0B-4D0F-81D1-96ABA3CA5DF6}; {E6FC5511-1EB2-4B56-8707-9C9D7582C4E9}; {C481462C-D839-42C3-960E-C34A800E2138}; {E8FA2BCC-38BD-481B-8E79-BD621AAD9848}; {A28FCD85-15C6-4876-AB18-CD3E53878F3D}; {2879BA7D-9FA2-4EB8-B718-6AE362179845}; {9E27A35F-D4B5-404D-9C55-31951E7A6B1F}; {FD5DCA3E-9C77-44CE-8FB9-8FD3FCAAC393}; {44E427C4-C086-4D43-87B9-BB048BCA85CB}; {0A0294EE-FE73-40A1-91D1-A38A3D9D22C4}; {C5C3D48B-0026-455C-AC51-0D3AD8C81B51}; {16CA2C4A-5FAB-461D-9142-1293A6C52144}; {3DF65DF1-0355-4267-B4F2-1568C1A912AB},,125,,,Delaware Sidewalk - Line,,pedestrian
YEARCOMPLIANCESET,YearComplianceSet,esriFieldTypeInteger,2025; 2019; 2021; 2017; 2022; 2023; 2016; 2018; 2020,,9,,,Delaware Sidewalk - Line,,pedestrian
ADA_INVENTORY_TYPE,ADA_Inventory_Type,esriFieldTypeString,Sidewalk,,1,,,Delaware Sidewalk - Line,,pedestrian
SE_ANNO_CAD_DATA,SE_ANNO_CAD_DATA,esriFieldTypeBlob,,,,,,Delaware Sidewalk - Line,,pedestrian
HASRPE,HasRPE,esriFieldTypeSmallInteger,1; 0,,2,,,Delaware Sidewalk - Line,,pedestrian
Shape__Length,SHAPE.LEN,esriFieldTypeDouble,0,,,,,Delaware Sidewalk - Line,,pedestrian
st_length(shape),st_length(shape),esriFieldTypeDouble,221.675; 28.172; 38.339; 5.175; 259.035; 162.887; 3.527; 54.632; 1.787; 280.577; 95.634; 10.027; 39.477; 93.992; 13.085; 469.890; 143.218; 67.748; 406.135; 2.247,"MIN: 0.384, MAX: 2630.785, AVG: 108.934",2374,0.0,,Hawaii Sidewalks and Paths,https://opendata.hawaii.gov/dataset/existing-state-sidewalks-and-paths,pedestrian
objectid,objectid,esriFieldTypeOID,1798; 1489; 2335; 1269; 652; 273; 1560; 51; 951; 1898; 70; 350; 758; 2080; 2128; 2196; 1750; 1136; 176; 576,,2374,0.0,,Hawaii Sidewalks and Paths,https://opendata.hawaii.gov/dataset/existing-state-sidewalks-and-paths,pedestrian
bmp,BMP,esriFieldTypeDouble,0.250; 0.289; 20.437; 0.767; 3.149; 8.939; 10.676; 0.000; 20.501; 3.080; 1.367; 7.231; 18.226; 5.284; 18.777; 0.566; 0.698; 0.268; 0.121; 1.203,"MIN: 0.0, MAX: 121.976, AVG: 10.505",2358,0.0,,Hawaii Sidewalks and Paths,https://opendata.hawaii.gov/dataset/existing-state-sidewalks-and-paths,pedestrian
emp,EMP,esriFieldTypeDouble,38.762; 1.411; 0.956; 1.443; 22.844; 4.935; 2.627; 2.804; 0.831; 0.509; 3.554; 41.618; 2.689; 1.250; 8.521; 7.308; 2.945; 8.840; 0.004; 22.948,"MIN: 0.0, MAX: 121.983, AVG: 10.505",2352,0.0,,Hawaii Sidewalks and Paths,https://opendata.hawaii.gov/dataset/existing-state-sidewalks-and-paths,pedestrian
prefix,PREFIX,esriFieldTypeString,SR,,1,0.0,,Hawaii Sidewalks and Paths,https://opendata.hawaii.gov/dataset/existing-state-sidewalks-and-paths,pedestrian
route,ROUTE,esriFieldTypeString,7413; 250; 340; 93; 7241; 8930; 32A; 95; 32; 8940; 76; 37; 240; 442; 61; 380; 36; 901; 11; 31,,82,0.0,,Hawaii Sidewalks and Paths,https://opendata.hawaii.gov/dataset/existing-state-sidewalks-and-paths,pedestrian
island,ISLAND,esriFieldTypeString,Maui; Molokai; Hawaii; Kauai; Lanai; Oahu,,6,0.0,,Hawaii Sidewalks and Paths,https://opendata.hawaii.gov/dataset/existing-state-sidewalks-and-paths,pedestrian
direction,DIRECTION,esriFieldTypeString,-MP; +MP,,2,0.0,,Hawaii Sidewalks and Paths,https://opendata.hawaii.gov/dataset/existing-state-sidewalks-and-paths,pedestrian
type,TYPE,esriFieldTypeString,Shared-use path; Sidewalk,,2,0.0,,Hawaii Sidewalks and Paths,https://opendata.hawaii.gov/dataset/existing-state-sidewalks-and-paths,pedestrian
material,MAT_TYPE,esriFieldTypeString,Other; Asphalt; Concrete,,3,0.0,,Hawaii Sidewalks and Paths,https://opendata.hawaii.gov/dataset/existing-state-sidewalks-and-paths,pedestrian
length,LENGTH,esriFieldTypeDouble,677.0; 844.0; 105.0; 1556.0; 481.0; 122.0; 2182.0; 35.0; 1173.0; 204.0; 1207.0; 1696.0; 3.0; 939.0; 14.0; 3074.0; 486.0; 3162.0; 805.0; 568.0,"MIN: 1.0, MAX: 8631.0, AVG: 357.355",850,0.0,,Hawaii Sidewalks and Paths,https://opendata.hawaii.gov/dataset/existing-state-sidewalks-and-paths,pedestrian
nhs,NHS,esriFieldTypeString,NO; YES,,2,0.0,,Hawaii Sidewalks and Paths,https://opendata.hawaii.gov/dataset/existing-state-sidewalks-and-paths,pedestrian
shape,shape,esriFieldTypeGeometry,,,2374,0.0,,Hawaii Sidewalks and Paths,https://opendata.hawaii.gov/dataset/existing-state-sidewalks-and-paths,pedestrian
FID,FID,esriFieldTypeOID,1537; 1538; 1539; 1540; 1541; 1542; 1543; 1544; 1545; 1546; 1547; 1548; 1552; 1553; 1554; 1555; 1556; 1613; 1616; 1618,,3995,0.0,,Kauai Pedestrian Network,https://opendata.hawaii.gov/dataset/kauai-pedestrian-network,pedestrian
Shape_Leng,Shape_Leng,esriFieldTypeDouble,0.000; 0.000; 0.000; 2.700; 7.869; 0.000; 0.000; 0.000; 7.276; 0.000; 0.000; 0; 5.906; 0.000; 0.000; 0.015; 9.406; 0.000; 8.680; 4.705,"MIN: 0.0, MAX: 0.029, AVG: 0.001",3851,2.8,,Kauai Pedestrian Network,https://opendata.hawaii.gov/dataset/kauai-pedestrian-network,pedestrian
STATUS,STATUS,esriFieldTypeString,COUNTY_PROPERTY; COUNTY_ROAD; DOE; GOLF_COURSE; MULTI_USE_PATH; PARK; PRIVATE; PRIVATE_ROAD; PUBLIC_ACCESS; SOH_PROPERTY; STATE_ROAD,,11,0.0,,Kauai Pedestrian Network,https://opendata.hawaii.gov/dataset/kauai-pedestrian-network,pedestrian
GlobalID,GlobalID,esriFieldTypeGlobalID,a6166c5a-28b0-43a0-bb55-0004d0d376f0; 85bc99bb-349d-4ea3-8622-000c5c93e4d6; e7f9950c-4647-4648-a7a5-001a30e51f9e; 9679f2c4-436b-4d99-b9a4-002b1dc07369; 66e8a2a3-1a86-45d5-80aa-002eb1e3ae81; f7bd98cf-da5c-4ede-a653-002f4f669214; ed515a43-3bb6-4db7-ba6c-003e6f0ff2c6; 3ef3d70e-a485-4567-b026-005b043d2acf; 23d74f3d-1210-4d1d-b792-007d9c9df40d; fab4e78a-836b-45d0-8cce-00824712084d; be7dce27-c525-4cb5-94bf-008bb2a9eecc; cde712f3-be66-4027-b915-008d3c24972b; f359686d-e6ca-409a-b704-008e5f634237; 98609647-647d-45c1-9483-0093cd6eb670; 76fc9d02-dc1a-4235-ab82-00a2e681a154; dff29289-51df-48e6-9302-00e8741ea53b; 70ad4bc4-1df3-4831-b5f1-0102606bd441; 12a3906d-344c-4e40-8b3d-011e6729cde0; 69027207-c49c-4f06-a6ad-012152437292; adb9fbbf-9bbd-4d08-a373-01297cfd110d,,3995,0.0,,Kauai Pedestrian Network,https://opendata.hawaii.gov/dataset/kauai-pedestrian-network,pedestrian
Shape__Length,Shape__Length,esriFieldTypeDouble,2.258; 2.294; 2.402; 2.846; 3.354; 4.176; 4.777; 5.375; 5.395; 6.268; 8.359; 9.133; 9.427; 9.446; 9.543; 9.804; 1.005; 1.062; 1.086; 1.090,"MIN: 0.0, MAX: 0.029, AVG: 0.001",3994,0.0,,Kauai Pedestrian Network,https://opendata.hawaii.gov/dataset/kauai-pedestrian-network,pedestrian
OBJECTID,OBJECTID,esriFieldTypeOID,137344; 137345; 137346; 137347; 137348; 137349; 137350; 137351; 137352; 137353; 137354; 137355; 137356; 137357; 137358; 137359; 137360; 137361; 137362; 137363,,3138,0.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
ID,ID,esriFieldTypeDouble,,,0,100.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
COUNTY_NUMBER,County Number,esriFieldTypeDouble,0; 81; 72; 31; 45; 14; 77; 51; 68; 98; 30; 43; 6; 89; 49; 64; 15; 29; 13; 3,"MIN: 0.0, MAX: 99.0, AVG: 56.309",94,5.4,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
COUNTY_NAME,County Name,esriFieldTypeString,Calhoun; Henry; Webster; Van Buren; Davis; Johnson; Winnebago; Kossuth; Wapello; Lee; Jasper; Osceola; Appanoose; Winneshiek; Plymouth; Lucas; Taylor; Guthrie; Jefferson; Cherokee,,93,5.6,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
CITY_NUMBER,City Number,esriFieldTypeDouble,0; 5970; 6735; 5580; 2835; 5195; 7422; 702; 7860; 747; 4082; 72; 5057; 6982; 4672; 1347; 6207; 45; 4257; 2405,"MIN: 0.0, MAX: 8502.0, AVG: 3366.046",249,7.9,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
CITY_NAME,City Name,esriFieldTypeString,Strawberry Point; Parkersburg; West Point; Malvern; Knoxville; Afton; Plano; Ainsworth; Maxwell; Odebolt; Jewell; Newton; Estherville; Avoca; Rhodes; Storm Lake; Ankeny; Wapello; Remsen; Elma,,248,18.3,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
STATE,State,esriFieldTypeString,Io,,1,0.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
DESCRIPTION,Description,esriFieldTypeString,,,0,100.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
FACILITY_NAME,Facility Name,esriFieldTypeString,Sportsman Trail in Sportsman Park; Kinney-Mohr Trail; Cherokee Park Trail; Wiley Blvd; Lake Drive Trail; Northwest 62nd Avenue Trail; Somersby Park Trail; E Court Bike Lane; SUNSET STREET; Churdan City Trail; Military Road Route; Sunset Park Trail; 24th ST Bike Lane; Birchwood Court Trail; US 30; Oelwein city park; Mills Civic Parkway Trail; Termini Loops connecting to South James Street; Rand Park Trail; Valley View Park Trail,,1250,31.3,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
FAC_DESC,Facility Description,esriFieldTypeString,Widened Sidewalk; Bicycle Boulevard; Shoulder; Path; Lane; Separated Bike Lane,,6,0.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
SURF_WIDTH,Surface Width,esriFieldTypeDouble,0; 14; 6; 3; 8; 7; 10; 22; 4; 9; 5.5; 12; 5; 11,"MIN: 0.0, MAX: 22.0, AVG: 6.129",14,14.8,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
OWNER_DESC,Owner Description,esriFieldTypeString,Institutional; State; County/City; Federal; County; City; Private; Other,,8,23.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
OWNER_NAME,Owner Name,esriFieldTypeString,"City of Fredericksburg; City of Ankeny; City of Cedar R
City of Cedar Rapids; City of Bussey; City of TRIPOLI and Private Owners; City of Council Bluffs; City of Marion; City of Jewell; City of Rockwell City; Ankeny; Des Moines County; City of Fredricksburg; City of Fairfax; Linn County Conservation; City of Indianola; Marion County; DNR; City of Windsor Heights; City of Oelwein; City of West Burlington",,166,50.7,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
FEE,Fee,esriFieldTypeString,N; Y,,2,56.1,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
STATUS_DESC,Status Description,esriFieldTypeString,Open,,1,0.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
TRAILHEAD,Trailhead,esriFieldTypeString,,,0,100.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
HC_ACCESS,Handicap Access,esriFieldTypeString,,,0,100.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
HORSE,Horses Allowed,esriFieldTypeString,Yes; No,,2,62.5,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
SKI,Skiing Allowed,esriFieldTypeString,Yes; No,,2,82.3,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
SKATE,Skating Allowed,esriFieldTypeString,,,0,100.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
SNOWMOBILE,Snowmobile Allowed,esriFieldTypeString,Yes; No,,2,64.6,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
SURF_DESC,Surface Description,esriFieldTypeString,Asphalt/Concrete; Asphalt/Granular; Unknown; Crushed Limestone; Concrete/Granular; Asphalt; Granular; Concrete,,8,0.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
CORR_DESC,Corridor Description,esriFieldTypeString,No Corridor Type Defined; American Discovery Trail; American Discovery Trail/Mississippi River Trail; Lewis and Clark Trail; Mississippi River Trail; Iowa Great Lakes Connection; Central Iowa Loop; American Discovery Trail/Central Iowa Loop,,8,23.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
FUNCTIONAL_LENGTH,Functional Length,esriFieldTypeDouble,0.842; 3.605; 0.140; 0.208; 0.271; 0.198; 0.544; 0.912; 0.663; 0.641; 2.423; 1.039; 1.382; 1.254; 0.257; 0.501; 0.548; 0.059; 0.731; 0.327,"MIN: 0.0, MAX: 56.335, AVG: 1.127",3094,0.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
TYPE_FACILITY,Facility Type,esriFieldTypeDouble,3; 8; 7; 1; 5; 2,"MIN: 1.0, MAX: 8.0, AVG: 2.215",6,0.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
OWNER,Owner,esriFieldTypeDouble,0; 6; 3; 8; 7; 1; 5; 2,"MIN: 0.0, MAX: 8.0, AVG: 1.355",8,23.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
STATUS,Status,esriFieldTypeDouble,2,"MIN: 2.0, MAX: 2.0, AVG: 2.0",1,0.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
SURF_TYPE,Surface Type,esriFieldTypeDouble,0; 6; 3; 8; 4; 1; 5; 2,"MIN: 0.0, MAX: 8.0, AVG: 2.193",8,0.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
CORRIDOR,Corridor,esriFieldTypeDouble,0; 6; 3; -1; 7; 4; 1; 5; 2,"MIN: -1.0, MAX: 7.0, AVG: 0.314",9,23.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
MPO_RPA,MPO - RPA Number,esriFieldTypeInteger,23; 29; 15; 9; 3; 26; 12; 6; 27; 7; 1; 24; 30; 18; 10; 4; 25; 13; 5; 22,"MIN: 1.0, MAX: 30.0, AVG: 19.76",27,1.6,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
MPO_RPA_NAME,MPO - RPA Name,esriFieldTypeString,Upper Explorerland Regional Planning Commission; Ames Area Metropolitan Planning Organization; ATURA Transportation Planning Affiliation; Chariton Valley Transportation Planning Affiliation; MAPA Rural Transportation Planning Affiliation; Central Iowa Region Transportation Planning Alliance; Metropolitan Area Planning Agency; North Iowa Area Council of Governments; Siouxland Interstate Metropolitan Planning Council; Bi-State Regional Commission; MIDAS Council of Governments; Southeast Iowa Regional Planning Commission; Iowa Northland Regional Transportation Authority; Southwest Iowa Planning Council; Northwest Iowa Planning and Development Commission; East Central Iowa Council of Governments; Black Hawk County Metropolitan Planning Organization; Region Six Planning Commission; Dubuque Metropolitan Area Transportation Study,,26,3.2,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
REST_UPDATED,Rest Service Last Updated (UTC),esriFieldTypeDate,1746698442239; 1746698454191; 1746698466859; 1746698476020,,4,0.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
REST_UTC_OFFSET,REST UTC Offset,esriFieldTypeString,-05:00,,1,0.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
LENGTH_MILE,Length (Mile - State Plane),esriFieldTypeDouble,0.842; 3.605; 0.140; 0.208; 0.271; 0.198; 0.544; 0.912; 0.663; 0.641; 2.423; 1.039; 1.382; 1.254; 0.257; 0.501; 0.548; 0.059; 0.731; 0.327,"MIN: 0.0, MAX: 56.335, AVG: 1.127",3094,0.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
GLOBALID,GLOBALID,esriFieldTypeGlobalID,68c1d9a7-d060-4f2e-9a2b-0024d7a97177; f47fa4e6-f496-4d99-aaba-0026a6c1dea0; 8fffb334-fcd4-4369-bc5d-00321895e705; 97a8a3ea-cbac-4ff9-94f8-003f7bd21552; 2e820c73-0576-4152-b521-0094aa0ec822; b9c9bd79-c5ae-463c-b890-0097c8d1afd6; b6d9821f-1251-4a37-a126-00984051d738; 0bb0cf33-dd4f-4e17-94d2-00a2d45ae101; 05909ef9-0b0b-4694-982d-00b56a3e7dad; 506fbe81-a97a-4fb6-aa5f-00eb30e26903; e045f96a-24f1-4b50-b224-00f9554802ef; 7f20019e-5c64-4b1a-8810-0103adb918f7; 776287b0-98bc-424e-a225-010d795d0cfe; 981b1371-cb8e-4219-bc49-012fefe00b5f; 0dd7c911-fda2-45ab-bff3-0165366ac40d; 89c773ce-88e7-4cce-9126-016f546bfc49; a9b8fcde-8755-4e1f-9448-0176db611943; 50ad5dee-3ddf-4fde-ba4e-017cea36e3f7; 45d5dfe2-a9f4-4d95-a126-0187530ed966; 8f2a6bf8-e150-437b-a486-018e2975f530,,3138,0.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
Shape__Length,Shape__Length,esriFieldTypeDouble,0.013; 0.146; 0.565; 0.567; 0.633; 0.740; 0.775; 1.219; 1.348; 1.888; 2.211; 2.504; 2.616; 2.693; 4.103; 5.728; 5.883; 6.135; 6.749; 7.746,"MIN: 0.014, MAX: 121504.475, AVG: 2443.371",3134,0.0,,Iowa Trails,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,both
OBJECTID,OBJECTID,esriFieldTypeOID,312937; 312916; 312914; 312922; 312920; 312927; 312782; 312788; 312911; 312928; 312929; 312931; 312930; 312934; 312917; 312926; 312935; 312903; 312921; 312808,,367,0.0,,Boise Pathways,https://city-of-boise.opendata.arcgis.com/datasets/boise::pathways-master-plan/about,both
Name,Name,esriFieldTypeString,"New York Canal; 03rd St Bikeway, Julia Davis Park / Fort St; 10; 11; 11th St; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24",,208,16.3,,Boise Pathways,https://city-of-boise.opendata.arcgis.com/datasets/boise::pathways-master-plan/about,both
